study_accession	n_runs	reference	run_accession	checked_runs	library_layout
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978727	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978728	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978729	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978730	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978731	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978732	yes	paired
SRP193970	12	"(Lai, 2019, 10.3389/fmicb.2019.02195)"	SRR8978733	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141550	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141551	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141552	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141553	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141554	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141555	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141556	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141557	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141558	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141559	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141560	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141561	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141562	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141563	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141564	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141565	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141566	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141567	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141568	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141569	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141570	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141571	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141572	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141573	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141574	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141575	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141576	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141577	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141578	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141579	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141580	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141581	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141582	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141583	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141584	yes	paired
SRP199743	36	"(Lee, 2019, 10.1128/mBio.02267-19)"	SRR9141585	yes	paired
SRP201981	36	Unpublished data	SRR9331470	yes	paired
SRP201981	36	Unpublished data	SRR9331471	yes	paired
SRP201981	36	Unpublished data	SRR9331472	yes	paired
SRP201981	36	Unpublished data	SRR9331473	yes	paired
SRP201981	36	Unpublished data	SRR9331474	yes	paired
SRP201981	36	Unpublished data	SRR9331475	yes	paired
SRP201981	36	Unpublished data	SRR9331476	yes	paired
SRP201981	36	Unpublished data	SRR9331477	yes	paired
SRP201981	36	Unpublished data	SRR9331478	yes	paired
SRP201981	36	Unpublished data	SRR9331479	yes	paired
SRP201981	36	Unpublished data	SRR9331480	yes	paired
SRP201981	36	Unpublished data	SRR9331481	yes	paired
SRP201981	36	Unpublished data	SRR9331482	yes	paired
SRP201981	36	Unpublished data	SRR9331483	yes	paired
SRP201981	36	Unpublished data	SRR9331484	yes	paired
SRP201981	36	Unpublished data	SRR9331485	yes	paired
SRP201981	36	Unpublished data	SRR9331486	yes	paired
SRP201981	36	Unpublished data	SRR9331487	yes	paired
SRP201981	36	Unpublished data	SRR9331488	yes	paired
SRP201981	36	Unpublished data	SRR9331489	yes	paired
SRP201981	36	Unpublished data	SRR9331490	yes	paired
SRP201981	36	Unpublished data	SRR9331491	yes	paired
SRP201981	36	Unpublished data	SRR9331492	yes	paired
SRP201981	36	Unpublished data	SRR9331493	yes	paired
SRP201981	36	Unpublished data	SRR9331494	yes	paired
SRP201981	36	Unpublished data	SRR9331495	yes	paired
SRP201981	36	Unpublished data	SRR9331496	yes	paired
SRP201981	36	Unpublished data	SRR9331497	yes	paired
SRP201981	36	Unpublished data	SRR9331498	yes	paired
SRP201981	36	Unpublished data	SRR9331499	yes	paired
SRP201981	36	Unpublished data	SRR9331500	yes	paired
SRP201981	36	Unpublished data	SRR9331501	yes	paired
SRP201981	36	Unpublished data	SRR9331502	yes	paired
SRP201981	36	Unpublished data	SRR9331503	yes	paired
SRP201981	36	Unpublished data	SRR9331504	yes	paired
SRP201981	36	Unpublished data	SRR9331505	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627063	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627067	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627071	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627075	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627079	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627083	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627087	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627091	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627095	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627099	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627103	yes	paired
SRP212774	12	"(Wallace, 2020, 10.1093/nar/gkaa060)"	SRR9627107	yes	paired
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321111	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321112	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321113	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321114	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321115	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321116	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321117	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321118	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321119	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321120	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321121	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321122	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321123	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321124	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321125	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321126	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321127	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321128	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321129	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321130	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321131	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321132	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321133	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321134	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321135	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321136	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321137	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321138	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321139	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321140	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321141	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321142	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321143	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321144	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321145	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321146	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321147	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321148	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321149	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321150	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321151	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321152	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321153	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321154	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321155	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321156	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321157	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321158	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321159	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321160	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321161	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321162	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321163	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321164	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321165	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321166	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321167	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321168	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321169	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321170	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321171	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321172	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321173	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321174	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321175	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321176	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321177	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321178	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321179	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321180	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321181	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321182	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321183	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321184	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321185	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321186	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321187	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321188	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321189	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321190	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321191	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321192	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321193	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321194	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321195	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321196	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321197	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321198	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321199	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321200	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321201	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321202	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321203	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321204	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321205	yes	single
SRP253081	96	"(Brown, 2020, 10.1128/mBio.00719-20)"	SRR11321206	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391593	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391595	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391598	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391599	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391601	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391603	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391605	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391607	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391610	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391613	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391614	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391616	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391618	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391621	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391622	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391624	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391626	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391628	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391630	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391632	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391635	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391637	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391639	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391641	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391643	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391594	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391596	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391597	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391600	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391602	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391604	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391606	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391608	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391609	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391611	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391612	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391615	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391617	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391619	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391620	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391623	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391625	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391627	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391629	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391631	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391633	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391634	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391636	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391638	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391640	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391642	yes	single
SRP253688	52	"(Summers, 2020, 10.1371/journal.pgen.1008744)"	SRR11391644	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933525	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933526	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933527	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933528	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933529	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933530	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933531	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933532	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933533	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933534	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933535	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933536	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933537	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933538	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933539	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933540	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933541	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933542	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933543	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933544	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933545	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933546	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933547	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933548	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933549	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933550	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933551	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933552	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933553	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933554	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933555	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933556	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933557	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933558	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933559	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933560	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933561	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933562	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933563	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933564	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933565	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933566	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933567	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933568	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933569	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933570	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933571	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933572	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933573	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933574	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933575	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933576	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933577	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933578	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933579	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933580	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933581	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933582	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933583	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933584	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933585	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933586	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933587	yes	single
SRP289700	252	"(Telzrow, 2021, 10.1101/2021.03.01.433483)"	SRR12933588	yes	single
